Região;Nome;Vagas;Status;Início;Fim
SP;Etec de Votuporanga;Várias;Aberto;Não encontrado;12/02/2025
SP;FAMESP;1;Aberto;Não encontrado;10/02/2025
SP;FAMESP;2;Aberto;;
SP;Fundação Santo André;1;Aberto;30/01/2025;13/03/2025
SP;FUSAM;18;Aberto;17/01/2025;17/02/2025
SP;HCRP;3;Aberto;03/02/2025;21/02/2025
SP;HCRP SP;1;Aberto;10/02/2025;28/02/2025
SP;Hemocentro SP;4;Aberto;09/01/2025;10/02/2025
SP;INVESTSP;2;Aberto;06/02/2025;13/02/2025
SP;Prefeitura da Estância Climática de Caconde;Várias;Aberto;24/01/2025;24/02/2025
SP;Prefeitura de Amparo;53;Aberto;04/02/2025;17/02/2025
SP;Prefeitura de Araçoiaba da Serra;9;Aberto;21/01/2025;24/02/2025
SP;Prefeitura de Caiabu;2;Aberto;Não encontrado;23/02/2025
SP;Prefeitura de Campinas;85;Aberto;03/02/2025;10/03/2025
SP;Prefeitura de Carapicuíba;33;Aberto;Indisponível;Indisponível
SP;Prefeitura de Cordeirópolis;40;Aberto;Não encontrado;10/02/2025
SP;Prefeitura de Embu das Artes;39;Aberto;07/02/2025;18/02/2025
SP;Prefeitura de Hortolândia;6;Aberto;15/01/2025;05/03/2025
SP;Prefeitura de Iguape;20;Aberto;07/02/2025;12/02/2025
SP;Prefeitura de Itapira;9;Aberto;05/02/2025;06/03/2025
SP;Prefeitura de Lençóis Paulista;17;Aberto;;
SP;Prefeitura de Lorena;60;Aberto;09/01/2025;10/02/2025
SP;Prefeitura de Mauá;Várias;Aberto;Não encontrado;06/03/2025
SP;Prefeitura de Pereira Barreto;4;Aberto;05/02/2025;05/03/2025
SP;Prefeitura de Quintana;1;Aberto;07/02/2025;02/03/2025
SP;Prefeitura de São José da Bela Vista;Várias;Aberto;Não encontrado;10/02/2025
SP;Prefeitura de São Roque;Várias;Aberto;Não encontrado;15/12/2025
SP;Prefeitura de Sorocaba;Várias;Aberto;Não encontrado;15/12/2025
SP;Prefeitura de Suzano;68;Aberto;Indisponível;Indisponível
SP;Prefeitura de Várzea Paulista;3;Aberto;12/02/2025;21/02/2025
SP;SAEV Ambiental;43;Aberto;15/01/2025;17/02/2025
SP;TJ SP;Várias;Aberto;12/01/2025;12/12/2025
SP;TJ SP;274;Aberto;08/01/2025;10/02/2025
SP;UFSCAR;72;Aberto;24/02/2025;24/03/2025
SP;UNICAMP;2;Aberto;03/02/2025;10/03/2025
SP;Unicamp - SP;3;Aberto;03/02/2025;10/03/2025
SP;UNITAU;8;Aberto;Não encontrado;09/03/2025
SP;UNIVESP;3;Aberto;10/02/2025;10/03/2025
SP;USP;1;Aberto;25/09/2025;24/03/2025
SP;USP;1;Aberto;17/10/2025;14/04/2025
SP;USP;4;Aberto;19/02/2025;18/03/2025
SP;USP;2;Aberto;19/02/2025;18/03/2025
SP;ARSESP;4;Previsto;Previsto;Previsto
SP;CORE SP - Conselho Regional dos Representantes Comerciais de São Paulo;Várias;Previsto;Previsto;Previsto
SP;CRA SP;Várias;Previsto;Previsto;Previsto
SP;CRO SP;15;Previsto;Previsto;Previsto
SP;HCFMRP;Várias;Previsto;Previsto;Previsto
SP;São Roque Prev;Várias;Previsto;Previsto;Previsto
SP;SEFAZ SP;12;Previsto;Previsto;Previsto
SP;SES SP;Várias;Previsto;Previsto;Previsto
SP;SES SP;4;Previsto;Previsto;Previsto
SP;TCE SP;53;Previsto;Previsto;Previsto
SP;TRT SP;Várias;Previsto;Previsto;Previsto
TO;SEDUC;70;Aberto;16/01/2025;18/02/2025
TO;CRMV TO;Várias;Previsto;Previsto;Previsto
TO;PC TO;452;Previsto;Previsto;Previsto
TO;PM TO;660;Previsto;Previsto;Previsto
TO;Polícia Penal TO;Várias;Previsto;Previsto;Previsto
TO;TRE TO;Várias;Previsto;Previsto;Previsto
